,name,salary,employer,info,site
101,Python-разработчик,"{'a_min_salary': 200000, 'b_max_salary': 300000, 'x_currency': 'руб'}",Novakid Inc,https://hh.ru/vacancy/49397922?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
102,Senior Python Engineer (Remote),"{'a_min_salary': 230000, 'b_max_salary': 320000, 'x_currency': 'руб'}",Spark Equation,https://hh.ru/vacancy/47213315?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
103,Python-разработчик,,ЗАО ИСТ,https://hh.ru/vacancy/49518455?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
104,Python-разработчик,,ООО Ключевой кадр,https://hh.ru/vacancy/49040702?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
105,Программист Python,"{'a_min_salary': 140000, 'b_max_salary': None, 'x_currency': 'руб'}","АРК ПЕРСОНАЛ, Кадровое агентство",https://hh.ru/vacancy/47182741?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
106,Python developer,,Адвентум,https://hh.ru/vacancy/49622324?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
107,Middle Python developer,"{'a_min_salary': 80000, 'b_max_salary': None, 'x_currency': 'руб'}",ООО ЛИГРЕС,https://hh.ru/vacancy/49356407?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
108,Разработчик Python,,АО ИнфоТеКС,https://hh.ru/vacancy/47381562?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
109,Python Developer,,ООО ЦИФРА,https://hh.ru/vacancy/48804528?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
110,Разработчик Python,,ПАО Первая Грузовая Компания,https://hh.ru/vacancy/48493904?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
111,Backend-разработчик (Python),"{'a_min_salary': 300000, 'b_max_salary': 800000, 'x_currency': 'KZT'}",ТОО SOMNIUM,https://hh.ru/vacancy/49336623?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
112,Python разработчик (Django),,Pentestit,https://hh.ru/vacancy/48420278?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
113,Python разработчик (Django),"{'a_min_salary': 110000, 'b_max_salary': 180000, 'x_currency': 'руб'}",ООО Софтлекс,https://hh.ru/vacancy/48756400?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
114,Python разработчик,"{'a_min_salary': 150000, 'b_max_salary': None, 'x_currency': 'руб'}",NETRIKA,https://hh.ru/vacancy/42393954?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
115,Backend разработчик Python (Middle),,Creative,https://hh.ru/vacancy/49118333?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
116,"Middle Python-developer (aiohttp, asyncio)","{'a_min_salary': None, 'b_max_salary': 200000, 'x_currency': 'руб'}",KTS,https://hh.ru/vacancy/49441775?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
117,Python Junior+/Middle Backend Developer,"{'a_min_salary': None, 'b_max_salary': 100000, 'x_currency': 'руб'}",AxisPoint Consulting,https://hh.ru/vacancy/48928361?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
118,Senior / Lead Data Scientist (ранжирование и рекомендации),"{'a_min_salary': 200000, 'b_max_salary': 300000, 'x_currency': 'руб'}",Пикабу,https://hh.ru/vacancy/49457662?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
119,Python Fullstack Developer,"{'a_min_salary': None, 'b_max_salary': 120000, 'x_currency': 'руб'}",LoyaltyPlant,https://hh.ru/vacancy/49199597?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=5
120,Data engineer (Python Hadoop Spark),,X5 RETAIL GROUP,https://hh.ru/vacancy/49634840?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
121,Разработчик python,"{'a_min_salary': 60000, 'b_max_salary': 90000, 'x_currency': 'руб'}",ООО Кадровик,https://hh.ru/vacancy/48684141?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
122,Junior QA Automation Engineer Python,,ИП Бирючкова Марианна Юрьевна,https://hh.ru/vacancy/49678934?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
123,Python Developer (remote),"{'a_min_salary': 150000, 'b_max_salary': None, 'x_currency': 'руб'}",Brandquad,https://hh.ru/vacancy/49044221?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
124,Python/Django Web Developer (Remote),"{'a_min_salary': 4000, 'b_max_salary': 6000, 'x_currency': 'USD'}",Soshace,https://hh.ru/vacancy/49019839?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
125,Программист Python,,АО ОКЕНИТ,https://hh.ru/vacancy/49619790?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
126,Python Developer,"{'a_min_salary': 135000, 'b_max_salary': 187000, 'x_currency': 'руб'}",ООО Ябби,https://hh.ru/vacancy/49046919?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
127,Python developer,,АЛЬФА-БАНК,https://hh.ru/vacancy/49551182?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
128,Python developer,,"БизнесАвтоматика, НПЦ",https://hh.ru/vacancy/49573311?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
129,Data Scientist,"{'a_min_salary': 1800, 'b_max_salary': 2400, 'x_currency': 'USD'}",ПАО Depdiko,https://hh.ru/vacancy/49215247?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
130,Python Developer,,Доценко Дарья,https://hh.ru/vacancy/49391692?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
131,Python разработчик,,АО Северсталь. Управляющая компания,https://hh.ru/vacancy/49626898?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
132,Python разработчик,,ООО Омкирмет-плюс,https://hh.ru/vacancy/46188764?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
133,Программист Python,"{'a_min_salary': None, 'b_max_salary': 150000, 'x_currency': 'руб'}",Productive heads,https://hh.ru/vacancy/49509991?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
134,Python-разработчик (Витрина),,Домклик,https://hh.ru/vacancy/47448086?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
135,Python Engineer,,AWEM,https://hh.ru/vacancy/47134361?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
136,Python-разработчик в R&D отдел,"{'a_min_salary': 100000, 'b_max_salary': 150000, 'x_currency': 'руб'}",ООО Селфсек,https://hh.ru/vacancy/48504798?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
137,Разработчик Python,,ООО АльдераСофт,https://hh.ru/vacancy/48858694?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
138,Разработчик Python,,ООО Универсальная Электронная Платформа,https://hh.ru/vacancy/47731802?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
139,Python Developer (Backend),,Wargaming St. Petersburg (Lesta Studio),https://hh.ru/vacancy/48361239?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=6
140,Программист Python,"{'a_min_salary': 120000, 'b_max_salary': 150000, 'x_currency': 'руб'}","ПОИСК, кадровое агентство",https://hh.ru/vacancy/49301217?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
141,Python Backend Developer,,Saber Interactive (Minsk),https://hh.ru/vacancy/49574975?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
142,Программист Python Django (удаленная работа),"{'a_min_salary': 90000, 'b_max_salary': 120000, 'x_currency': 'руб'}",beei.ai,https://hh.ru/vacancy/49594039?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
143,Python Developer,,Тинькофф,https://hh.ru/vacancy/48956771?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
144,Python Developer,,Тинькофф,https://hh.ru/vacancy/48950536?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
145,Middle Backend/Python developer (remote),,ООО ТЛ Групп,https://hh.ru/vacancy/49571339?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
146,Senior Python developer,"{'a_min_salary': 200000, 'b_max_salary': 250000, 'x_currency': 'руб'}",NETRIKA,https://hh.ru/vacancy/43455147?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
147,Middle Python разработчик (MTS AI),,ПАО «МТС» ,https://hh.ru/vacancy/49635406?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
148,Разработчик Python,,АО ИнфоТеКС,https://hh.ru/vacancy/47380767?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
149,Python разработчик (парсеры),,ТОО Kazdream Technologies,https://hh.ru/vacancy/49701224?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
150,Старший разработчик Python,,Билайн,https://hh.ru/vacancy/47494013?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
151,Python-разработчик,,Сбер. IT,https://hh.ru/vacancy/49170826?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
152,Программист Python,"{'a_min_salary': None, 'b_max_salary': 150000, 'x_currency': 'руб'}",ООО Неовокс Технологии,https://hh.ru/vacancy/46908580?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
153,Разработчик Python (искусственный интеллект),,Корпорация ЭЛАР,https://hh.ru/vacancy/48851241?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
154,Django / Python разработчик,,ООО СкайДНС,https://hh.ru/vacancy/49263144?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=7
